SKU,Name,Method of Delivery,Product Family,Product Group,url in dealershop
NWG-WGPTCH30701,Watchguard Endpoint Module - Patch Management - 1 Year - 5001+ licenses,Electronic,Endpoint & Mobile,Patch Management,https://partner.leadersystems.com.au/products.html?Y04afI0wtCM=o5h6IU/7DKz7Qd1+AA4buQ==/yVEkZm4DPKzz0GpBKmx5mrNExMASTg=
NWG-WGPTCH30703,Watchguard Endpoint Module - Patch Management - 3 Year - 5001+ licenses,Electronic,Endpoint & Mobile,Patch Management,https://partner.leadersystems.com.au/products.html?Ihq/VG+m8og=iMBsf/DnEl/GBNXG8/gUWA==HYS9n/y2ZIF1Jxtd90hUatguHGWizAE=
NWG-WGINSG30101,Watchguard Endpoint Module - Advanced Reporting Tool - 1 Year - 1 to 50 licenses,Electronic,Endpoint & Mobile,Advanced Reporting Tool,https://partner.leadersystems.com.au/products.html?YcoV+FF429E=WQQYUzJXjUznoJhrWWCupA==pYFwfvf1g1Pf0MlXrubfWA2D3+Mi/q8=
NWG-WGINSG30103,Watchguard Endpoint Module - Advanced Reporting Tool - 3 Year - 1 to 50 licenses,Electronic,Endpoint & Mobile,Advanced Reporting Tool,https://partner.leadersystems.com.au/products.html?A14RH8vLzh0=y+IzYOGuCLwa7YcHP4Swhg==16xIw+Z1gy4yh80ZlQXCcjW29QiK8nw=
NWG-WGINSG30201,Watchguard Endpoint Module - Advanced Reporting Tool - 1 Year - 51 to 100 licenses,Electronic,Endpoint & Mobile,Advanced Reporting Tool,https://partner.leadersystems.com.au/products.html?s+INYnCYlg8=Kb4Piy1E+WyFLfdNxcT6YA==jA9RaQDGL4hJdV3jMhETPu0k/KaACcc=
NWG-WGINSG30203,Watchguard Endpoint Module - Advanced Reporting Tool - 3 Year - 51 to 100 licenses,Electronic,Endpoint & Mobile,Advanced Reporting Tool,https://partner.leadersystems.com.au/products.html?JxtWamNOUJU=6x6EjK869LR2z+EsOJCrIg==py8eVJr53JOiOFpNpBovpASe8J6CoQw=
NWG-WGINSG30301,Watchguard Endpoint Module - Advanced Reporting Tool - 1 Year - 101 to 250 licenses,Electronic,Endpoint & Mobile,Advanced Reporting Tool,https://partner.leadersystems.com.au/products.html?wqmdRTh2WQs=3cwyRsVkD5xd79goBqeb6A==t9c4jLQ4V4bVrvK+NnZ3bfuW6pUiZdo=
NWG-WGINSG30303,Watchguard Endpoint Module - Advanced Reporting Tool - 3 Year - 101 to 250 licenses,Electronic,Endpoint & Mobile,Advanced Reporting Tool,https://partner.leadersystems.com.au/products.html?46xKRqNTC8k=yvG2QHZXayU/+i1CtQsb0Q==2y2FeW4heUYvottUjfH3KARc3PRk2q8=
NWG-WGINSG30401,Watchguard Endpoint Module - Advanced Reporting Tool - 1 Year - 251 to 500 licenses,Electronic,Endpoint & Mobile,Advanced Reporting Tool,https://partner.leadersystems.com.au/products.html?WPbKvfMJopw=GZjCW4pSq0W/S8oeiWreiA==pTOD7N4dm1I+rVrC/l4qwsUOAijm75I=
NWG-WGINSG30403,Watchguard Endpoint Module - Advanced Reporting Tool - 3 Year - 251 to 500 licenses,Electronic,Endpoint & Mobile,Advanced Reporting Tool,https://partner.leadersystems.com.au/products.html?dA7pBh95oz8=SGMWMMhyQFPW7+0f6d8eTA==vVsEEGmZYoeiFKByWudbtbme+RV8B0c=
NWG-WGINSG30501,Watchguard Endpoint Module - Advanced Reporting Tool - 1 Year - 501 to 1000 licenses,Electronic,Endpoint & Mobile,Advanced Reporting Tool,https://partner.leadersystems.com.au/products.html?Cf6eJZYZwjE=moJTK/pGlYEoxr0PlFZ2zQ==6+mKWDMzzfj61MMd/TnAKODe3Vf9Vro=
NWG-WGINSG30503,Watchguard Endpoint Module - Advanced Reporting Tool - 3 Year - 501 to 1000 licenses,Electronic,Endpoint & Mobile,Advanced Reporting Tool,https://partner.leadersystems.com.au/products.html?VTH8vmv6N1c=4EmAQKLnur+p3TbrdInOqg==pdD1FnfC1u4Oy0lm0FhJOk7CMj/JPyY=
NWG-WGINSG30601,Watchguard Endpoint Module - Advanced Reporting Tool - 1 Year - 1001 to 5000 licenses,Electronic,Endpoint & Mobile,Advanced Reporting Tool,https://partner.leadersystems.com.au/products.html?Hxpt8Tf/0og=xVl4BHxjKV7vsW7ipojMBw==nO2I5d73WbLz5HfH5uusp36Qdnk/WFE=
NWG-WGINSG30603,Watchguard Endpoint Module - Advanced Reporting Tool - 3 Year - 1001 to 5000 licenses,Electronic,Endpoint & Mobile,Advanced Reporting Tool,https://partner.leadersystems.com.au/products.html?yLGM+Skfz2E=EaJRwgpCmMgg0QythOkp8Q==DRoAKNkPqY9+XcRajT9RC/cJdPxZb48=
NWG-WGINSG30701,Watchguard Endpoint Module - Advanced Reporting Tool - 1 Year - 5001+ licenses,Electronic,Endpoint & Mobile,Advanced Reporting Tool,https://partner.leadersystems.com.au/products.html?eRfP0LVBa+U=yHQQe9oatwrhxiAHhpsNtA==muNCNK07WKbTIDtliaZqlMH22wSDnZA=
NWG-WGINSG30703,Watchguard Endpoint Module - Advanced Reporting Tool - 3 Year - 5001+ licenses,Electronic,Endpoint & Mobile,Advanced Reporting Tool,https://partner.leadersystems.com.au/products.html?cuIYfwpAXAg=96g8QAIDThrYgLBG9Ratiw==Wz4IKKGueUGzP4g9dE1PenMjWqVHJTM=
NWG-WGDNS30101,WatchGuard DNSWatchGO - 1 Year - 1 to 50 Users - License Per User,Electronic,Endpoint & Mobile,DNSWatchGO,https://partner.leadersystems.com.au/products.html?hU1qjM8ktaQ=Ca+/SHaK0hV8GhSyNVbSzw==wuYnNg9gzD5SQUh1J1qqBA6jKIyTZg==
NWG-WGDNS30103,WatchGuard DNSWatchGO - 3 Year - 1 to 50 Users - License Per User,Electronic,Endpoint & Mobile,DNSWatchGO,https://partner.leadersystems.com.au/products.html?zgE45kpKjrg=uQby6fx1xdIsVtW+nhrFhw==dCpZNIB3iVNBCxOI+kqMjkGPGvrYTA==
NWG-WGDNS30201,WatchGuard DNSWatchGO - 1 Year - 51 to 100 Users - License Per User,Electronic,Endpoint & Mobile,DNSWatchGO,https://partner.leadersystems.com.au/products.html?NjgR97Wh8v4=SQSiC94LwHBJkh6pMJvSPw==9JPnySiF6P0g1kqyq/EYUwar2WSEdQ==
NWG-WGDNS30203,WatchGuard DNSWatchGO - 3 Year - 51 to 100 Users - License Per User,Electronic,Endpoint & Mobile,DNSWatchGO,https://partner.leadersystems.com.au/products.html?VzueAcDJFoM=iCxU1KAkAFCisSm5aDfIyw==NZW2gVMMV5itGcmEKIvbDaR1dzWJ5g==
NWG-WGDNS30301,WatchGuard DNSWatchGO - 1 Year - 101 to 250 Users - License Per User,Electronic,Endpoint & Mobile,DNSWatchGO,https://partner.leadersystems.com.au/products.html?hDTo2rc7RPk=4o22cWHHZExLd8UDRNTOXA==PztF/8EKr0Un7s5O6hH2HGl2pNagXg==
NWG-WGDNS30303,WatchGuard DNSWatchGO - 3 Year - 101 to 250 Users - License Per User,Electronic,Endpoint & Mobile,DNSWatchGO,https://partner.leadersystems.com.au/products.html?G55EXTenfEs=/FLYhnbnf3TFBOnVT7qvfA==xyahVRNyuj4JlxRfF9SYhh26jPzeZg==
NWG-WGDNS30401,WatchGuard DNSWatchGO - 1 Year - 251 to 500 Users - License Per User,Electronic,Endpoint & Mobile,DNSWatchGO,https://partner.leadersystems.com.au/products.html?OyfTIsp1ERQ=KdPlj9uKasrx1rbfQUAZGQ==mlVZw166uJN87BH/N6DdVkKPV6nMPw==
NWG-WGDNS30403,WatchGuard DNSWatchGO - 3 Year - 251 to 500 Users - License Per User,Electronic,Endpoint & Mobile,DNSWatchGO,https://partner.leadersystems.com.au/products.html?X0B/t54d5TE=jRY98KCbxGH8C9zGDeBsMw==y5d3VGCts4pvWPo6akcXN7Kb9Kt32w==
NWG-WGDNS30501,WatchGuard DNSWatchGO - 1 Year - 501 to 1000 Users - License Per User,Electronic,Endpoint & Mobile,DNSWatchGO,https://partner.leadersystems.com.au/products.html?g7Rzi8okLcg=vVB4DSBOp47p6RwRZg62LQ==/G/Mx7gpZICCg8asY3eLtAGnwq4J6A==
NWG-WGDNS30503,WatchGuard DNSWatchGO - 3 Year - 501 to 1000 Users - License Per User,Electronic,Endpoint & Mobile,DNSWatchGO,https://partner.leadersystems.com.au/products.html?bGyOX9LM9gQ=lhDwN825rDpAYA6CTmS8wA==cQta/MNT83fyD1yQNE3Ep00qM3bP4g==
NWG-WGDNS30601,WatchGuard DNSWatchGO - 1 Year - 1001 to 5000 Users - License Per User,Electronic,Endpoint & Mobile,DNSWatchGO,https://partner.leadersystems.com.au/products.html?tFbeurEnmrs=NGOESfI/FAGPEGnduJ+a3g==t2xN5pPldDYczGbCmuNfiecbdKYcSg==
NWG-WGDNS30603,WatchGuard DNSWatchGO - 3 Year - 1001 to 5000 Users - License Per User,Electronic,Endpoint & Mobile,DNSWatchGO,https://partner.leadersystems.com.au/products.html?lzrfSAx/Ts8=oYVxO42gjn+s7SpgYKvsZg==hR7QCVc07FYpalUbw9MSOApyji1kpw==
NWG-WGDNS30701,WatchGuard DNSWatchGO - 1 Year - 5001+ Users - License Per User,Electronic,Endpoint & Mobile,DNSWatchGO,https://partner.leadersystems.com.au/products.html?Ypw9r7rh7Oc=/nAkluc65Wf/MKzlqCcMeQ==IUstAe82+Rht7rF0uE3hFLb+ZazHdA==
NWG-WGDNS30703,WatchGuard DNSWatchGO - 3 Year - 5001+ Users - License Per User,Electronic,Endpoint & Mobile,DNSWatchGO,https://partner.leadersystems.com.au/products.html?5sxTBEX2D+Q=2GZw9wD122Z1tAQ/NiLQrg==PNyhV/re8Mv66j95FmW4KML0ffhpTQ==
NWG-WGPSP30101,WatchGuard Passport (EPDR + AuthPoint + DNSWatchGO) - 1 Year - 1 to 50 Users - License Per User,Electronic,Endpoint & Mobile,Passport,https://partner.leadersystems.com.au/products.html?Al56kGHveKI=keZiJdFqXWHiMFaOsCS7og==dB26rVeNhJEXBeuaqD3WkjXPkWTrmQ==
NWG-WGPSP30103,WatchGuard Passport (EPDR + AuthPoint + DNSWatchGO) - 3 Year - 1 to 50 Users - License Per User,Electronic,Endpoint & Mobile,Passport,https://partner.leadersystems.com.au/products.html?achKshymWjQ=N2Y1AyLG300RIA5Wf0rl/Q==Sfk/S+rnvDSEs/+kQaeHtUBbNV2LpA==
NWG-WGPSP30201,WatchGuard Passport (EPDR + AuthPoint + DNSWatchGO) - 1 Year - 51 to 100 Users - License Per User,Electronic,Endpoint & Mobile,Passport,https://partner.leadersystems.com.au/products.html?Q0BZxT+6uhg=J9NN0ZhmO8+BI0sANgyU2w==eXCNeblZ0rnGXAGsUPhQJbXlJrNkOw==
NWG-WGPSP30203,WatchGuard Passport (EPDR + AuthPoint + DNSWatchGO) - 3 Year - 51 to 100 Users - License Per User,Electronic,Endpoint & Mobile,Passport,https://partner.leadersystems.com.au/products.html?Xx0TIr+xyEQ=YzZPlGCcNcCG7g/IRF/ztg==FZLZvIp/kKwXpaKteNaDhcKLSbPXtQ==
NWG-WGPSP30301,WatchGuard Passport (EPDR + AuthPoint + DNSWatchGO) - 1 Year - 101 to 250 Users - License Per User,Electronic,Endpoint & Mobile,Passport,https://partner.leadersystems.com.au/products.html?HQY+3sL8wOs=j3Mw/jtVMRKn+ZjwdJalKg==gHr7g3M1QEwxbnRXBxwFJi7jRboZZA==
NWG-WGPSP30303,WatchGuard Passport (EPDR + AuthPoint + DNSWatchGO) - 3 Year - 101 to 250 Users - License Per User,Electronic,Endpoint & Mobile,Passport,https://partner.leadersystems.com.au/products.html?thMu9/E+cbk=BaNm9tLGuMxKP5HDtGA69Q==7m47iYek0ysEfLLaME0e3s/aImRncQ==
NWG-WGPSP30401,WatchGuard Passport (EPDR + AuthPoint + DNSWatchGO) - 1 Year - 251 to 500 Users - License Per User,Electronic,Endpoint & Mobile,Passport,https://partner.leadersystems.com.au/products.html?JsA/pZVJ1SU=Oy4jlHDkdJrNce2/OkP2zQ==0hEoB4JeGNVbAb3uRV1zUX5x08HVjg==
NWG-WGPSP30403,WatchGuard Passport (EPDR + AuthPoint + DNSWatchGO) - 3 Year - 251 to 500 Users - License Per User,Electronic,Endpoint & Mobile,Passport,https://partner.leadersystems.com.au/products.html?ZEsspBzhmxM=6EYKShTaAT5zdjja9igoGw==KW2XEWFWuWbnyHibATjNkOlo3rrUQw==
NWG-WGPSP30501,WatchGuard Passport (EPDR + AuthPoint + DNSWatchGO) - 1 Year - 501 to 1000 Users - License Per User,Electronic,Endpoint & Mobile,Passport,https://partner.leadersystems.com.au/products.html?OAY2m2jqSGc=L+zeboBCTxWdG0/ZUM6+TA==XMTZoX4pw5+UCylUIe8IQJqDYCa07g==
NWG-WGPSP30503,WatchGuard Passport (EPDR + AuthPoint + DNSWatchGO) - 3 Year - 501 to 1000 Users - License Per User,Electronic,Endpoint & Mobile,Passport,https://partner.leadersystems.com.au/products.html?ggnh3ny45D0=3vFmhfhqeWHt71O3yhDQfA==zDYErgRROwLUvflNSLgniuapbANbVw==
NWG-WGPSP30601,WatchGuard Passport (EPDR + AuthPoint + DNSWatchGO) - 1 Year - 1001 to 5000 Users - License Per User,Electronic,Endpoint & Mobile,Passport,https://partner.leadersystems.com.au/products.html?lWAzDlzWj20=Ciuj42PQoy0bolED7sruAQ==QF8lUkMzAbCtQku4nS8VDbxWSwlqNA==
NWG-WGPSP30603,WatchGuard Passport (EPDR + AuthPoint + DNSWatchGO) - 3 Year - 1001 to 5000 Users - License Per User,Electronic,Endpoint & Mobile,Passport,https://partner.leadersystems.com.au/products.html?Or9Fn2B64Q0=0qhBN+8lXHcSx/0GDLgoEQ==LaQt6q3aP83W9WFpspFFFQzY/e01IA==
NWG-WGPSP30701,WatchGuard Passport (EPDR + AuthPoint + DNSWatchGO) - 1 Year - 5001+ Users - License Per User,Electronic,Endpoint & Mobile,Passport,https://partner.leadersystems.com.au/products.html?oKKc/sSp32o=ysMkvJC0ZfG9Og+VpEcc4A==exG1wFHwIuiXeXAS9XmxCxpBHrizWA==
NWG-WGPSP30703,WatchGuard Passport (EPDR + AuthPoint + DNSWatchGO) - 3 Year - 5001+ Users - License Per User,Electronic,Endpoint & Mobile,Passport,https://partner.leadersystems.com.au/products.html?+JfrKqz0VQM=UmOUldjXg1pNnrqHDu9SWg==fjfUqbxDvjlpvLndZ5LftHv3LnmEtw==
NWG-WGEPL011,Panda Endpoint Protection Plus - 1 Year - 1 to 10 users,Electronic,Endpoint & Mobile,Panda EPP+,https://partner.leadersystems.com.au/products.html?8LpnsUCW69M=ZN1Ohzv/dxyVItXbgldDrw==pvsoHuIXJ/AB75j55DkoP/Z5g5c=
NWG-WGEPL013,Panda Endpoint Protection Plus - 3 Year - 1 to 10 users,Electronic,Endpoint & Mobile,Panda EPP+,https://partner.leadersystems.com.au/products.html?2ksJ2GEuC1Q=2LMkhObjRhFyrXqED/3s3g==YFr5h7ikLTV3D1lERy5Ori7bfkc=
NWG-WGEPL021,Panda Endpoint Protection Plus - 1 Year - 11 to 25 users,Electronic,Endpoint & Mobile,Panda EPP+,https://partner.leadersystems.com.au/products.html?l1YifRGiWRM=6NbK6x9HX4o6zHazRCaWbA==dOo2ZreEXt2lZ86CfWiiCDImfdE=
NWG-WGEPL023,Panda Endpoint Protection Plus - 3 Year - 11 to 25 users,Electronic,Endpoint & Mobile,Panda EPP+,https://partner.leadersystems.com.au/products.html?inJHvSw0o6g=e7Tq1bAU0w4fJBSLvHJ/bQ==KdUg70chtdnxla6ZzoH/g72DMIM=
NWG-WGEPL031,Panda Endpoint Protection Plus - 1 Year - 26 to 50 users,Electronic,Endpoint & Mobile,Panda EPP+,https://partner.leadersystems.com.au/products.html?N1+b6TIkqYI=X0fRg24yqCqsCntVo+rS1g==sgUkOvyL0xxqm4F7WvGedXrb54w=
NWG-WGEPL033,Panda Endpoint Protection Plus - 3 Year - 26 to 50 users,Electronic,Endpoint & Mobile,Panda EPP+,https://partner.leadersystems.com.au/products.html?2E5MVXg9qIw=YQulcSMkui4jQCwAJkMK0w==waUvYUsVWkRtFJY6pWjCqxoOfNU=
NWG-WGEPL041,Panda Endpoint Protection Plus - 1 Year - 51 to 100 users,Electronic,Endpoint & Mobile,Panda EPP+,https://partner.leadersystems.com.au/products.html?pFsRj812XFU=C09eL/aqUJnlU7G2yUeUqA==hzLzS3vQWwpvOolrCTE/3oVK6cM=
NWG-WGEPL043,Panda Endpoint Protection Plus - 3 Year - 51 to 100 users,Electronic,Endpoint & Mobile,Panda EPP+,https://partner.leadersystems.com.au/products.html?qZhYmTH1IQU=l0ATkfV/k4ndbZQBbIHFDg==pohfnFvqE2lmc7Vb3befAk6ATlM=
NWG-WGEPL051,Panda Endpoint Protection Plus - 1 Year - 101 to 250 users,Electronic,Endpoint & Mobile,Panda EPP+,https://partner.leadersystems.com.au/products.html?YVVR5UAJLco=E86UFK4SdK8NtnwSPu/VyQ==jW3ZVOeCqKBkFdmZ6R/YMdpbr0I=
NWG-WGEPL053,Panda Endpoint Protection Plus - 3 Year - 101 to 250 users,Electronic,Endpoint & Mobile,Panda EPP+,https://partner.leadersystems.com.au/products.html?68GJSfklaG4=aJnZ297rVwUl6qDpkFjzQg==KJc4Bfz7QdViKjKeJ05eai/qIok=
NWG-WGEPL061,Panda Endpoint Protection Plus - 1 Year - 251 to 500 users,Electronic,Endpoint & Mobile,Panda EPP+,https://partner.leadersystems.com.au/products.html?yp6X8G2BFYU=BCoxULRu9PyJtt7V7PHZWA==qD4QWyr04aGRZzdf8d7WR35N32s=
NWG-WGEPL063,Panda Endpoint Protection Plus - 3 Year - 251 to 500 users,Electronic,Endpoint & Mobile,Panda EPP+,https://partner.leadersystems.com.au/products.html?ha+Or3B5Bts=hVm8WpP2mzQkQcHbIsOtYQ==3p1NU/A9ZZCF9Uf/6TPX24V14Dk=
NWG-WGEPL071,Panda Endpoint Protection Plus - 1 Year - 501 to 1000 users,Electronic,Endpoint & Mobile,Panda EPP+,https://partner.leadersystems.com.au/products.html?b8qxRvJsmXE=AJ/Tpk6Dys2hbzAPTiwYng==ftnXFvdl1zCdm93sogmrk1nfOsM=
NWG-WGEPL073,Panda Endpoint Protection Plus - 3 Year - 501 to 1000 users,Electronic,Endpoint & Mobile,Panda EPP+,https://partner.leadersystems.com.au/products.html?Z70Dju7xqGA=DmiQlCf5K3tEGlIHl6RDNQ==QPx9PalxKAqVcpkNdweGbAcUNdI=
NWG-WGEPL081,Panda Endpoint Protection Plus - 1 Year - 1001 to 3000 users,Electronic,Endpoint & Mobile,Panda EPP+,https://partner.leadersystems.com.au/products.html?IclRE41PEnY=ifFTpbGM/W21jaNRVTjkXg==Kxlg5UaT8bHkf1B5WC70h3RCVOU=
NWG-WGEPL083,Panda Endpoint Protection Plus - 3 Year - 1001 to 3000 users,Electronic,Endpoint & Mobile,Panda EPP+,https://partner.leadersystems.com.au/products.html?osni3a0aB48=rNqihfAowM2nfv5/kq2oWg==ZNdyKKrZJMph0odPt0gjRFDa7YU=
NWG-WGEPL091,Panda Endpoint Protection Plus - 1 Year - 3000+ users,Electronic,Endpoint & Mobile,Panda EPP+,https://partner.leadersystems.com.au/products.html?f8NCtorhg4I=GYSLg/hYAbSNUbPJIiGGgQ==IQFqrzgZtgxL54cxCuHJu2U3C0g=
NWG-WGEPL093,Panda Endpoint Protection Plus - 3 Year - 3000+ users,Electronic,Endpoint & Mobile,Panda EPP+,https://partner.leadersystems.com.au/products.html?gmaQkVzehiM=VkRI5MWACR5FqaNEr/ucBg==rwCQfNWwpALKscEEuoyq/5lDVSg=
NWG-WGAD3011,Panda Adaptive Defense 360 - 1 Year - 1 to 50 licenses,Electronic,Endpoint & Mobile,Panda AD360,https://partner.leadersystems.com.au/products.html?SkeUvg7qKy0=ExCHR7c+un5M71zXWbtdUA==N/M4+bkLqfZO7/BGD0+meTIHxdU=
NWG-WGAD3013,Panda Adaptive Defense 360 - 3 Year - 1 to 50 licenses,Electronic,Endpoint & Mobile,Panda AD360,https://partner.leadersystems.com.au/products.html?FH66gbCBrjg=bws40S3Y2W7JOWLNNbw/UQ==0a8d/RC6Xslxmp5dpjRzjCX6Llw=
NWG-WGAD3021,Panda Adaptive Defense 360 - 1 Year - 51 to 100 licenses,Electronic,Endpoint & Mobile,Panda AD360,https://partner.leadersystems.com.au/products.html?2gwTroQUXv0=S/5QifgJa9ZzczycEOyKNA==y+OL26ztzpGArJbTHFlMgCk7x1I=
NWG-WGAD3023,Panda Adaptive Defense 360 - 3 Year - 51 to 100 licenses,Electronic,Endpoint & Mobile,Panda AD360,https://partner.leadersystems.com.au/products.html?3PYl7qQ6plA=cYfU9x1HHfVrdvU/r/D+8Q==p/24SXzeZtYXf98XBLMyMBcg0l8=
NWG-WGPAT011,Panda Patch Management - 1 Year - 1 to 10 users,Electronic,Endpoint & Mobile,Panda Patch Management,https://partner.leadersystems.com.au/products.html?T6ztnw9w1N0=17F+s95Sm0i1xEw5PXoy3w==hr4YzH4L1FH/6rWUTPArZWKGHpg=
NWG-WGPAT013,Panda Patch Management - 3 Year - 1 to 10 users,Electronic,Endpoint & Mobile,Panda Patch Management,https://partner.leadersystems.com.au/products.html?Lwpe/P/F3AM=UVWNxsoF00b4hqkPpVoYpg==ID4W3V1GV6x45JP7I/D+z6Q0Znw=
NWG-WGPAT021,Panda Patch Management - 1 Year - 11 to 25 users,Electronic,Endpoint & Mobile,Panda Patch Management,https://partner.leadersystems.com.au/products.html?u8jfoH2OjiE=3E5YvbD+q+coAY5u2hIR+g==8fSrG9bXnLFWTDEk/KthKVbRWMA=
NWG-WGPAT023,Panda Patch Management - 3 Year - 11 to 25 users,Electronic,Endpoint & Mobile,Panda Patch Management,https://partner.leadersystems.com.au/products.html?yaGA9+M6NnM=aiMZWd1YGaKiSKaAm3zo5A==yC62LgGfnKBCAkaQPLy7RW4Xylg=
NWG-WGPAT031,Panda Patch Management - 1 Year - 26 to 50 users,Electronic,Endpoint & Mobile,Panda Patch Management,https://partner.leadersystems.com.au/products.html?eJ9LOBQhit0=3rNKVaF1uftZj9WqYJsjiQ==1lqa+KYubaQll4HJva9dcIb2ihY=
NWG-WGPAT033,Panda Patch Management - 3 Year - 26 to 50 users,Electronic,Endpoint & Mobile,Panda Patch Management,https://partner.leadersystems.com.au/products.html?0FzN3GvwGNU=KVCrXGgqqIEb/2rnOMNdoQ==HK9Sh1s8OgNvMD3/FSJkz3Ii90c=
NWG-WGPAT041,Panda Patch Management - 1 Year - 51 to 100 users,Electronic,Endpoint & Mobile,Panda Patch Management,https://partner.leadersystems.com.au/products.html?B8Ta0jUVpH4=6hgK2KdqAFQFq2OU9qjYIg==ClJ1fEaA3y7fKbQClJ2CTS8zdDA=
NWG-WGPAT043,Panda Patch Management - 3 Year - 51 to 100 users,Electronic,Endpoint & Mobile,Panda Patch Management,https://partner.leadersystems.com.au/products.html?wc+0DKQbWKI=aFfaUWLExqf3Tm24Fva2WQ==rgZFz4787P3LVY9FEFZvgSwE0ac=
NWG-WGPAT051,Panda Patch Management - 1 Year - 101 to 250 users,Electronic,Endpoint & Mobile,Panda Patch Management,https://partner.leadersystems.com.au/products.html?owvYkzsGpg8=CUhxw6lge0aDvt048CTe4A==OVwtrhGoxfD+mTLF61OyZtxN0Qc=
NWG-WGPAT053,Panda Patch Management - 3 Year - 101 to 250 users,Electronic,Endpoint & Mobile,Panda Patch Management,https://partner.leadersystems.com.au/products.html?TgQQzVB8K7k=+zs2n32z3k7kk4LW2FLlOg==0IM5xX/TpnZ+SgaOxUOW1jV6WUg=
NWG-WGPAT061,Panda Patch Management - 1 Year - 251 to 500 users,Electronic,Endpoint & Mobile,Panda Patch Management,https://partner.leadersystems.com.au/products.html?ZfcMM9SJMH4=goNRORdJyWn9nqHagbvhDQ==zZPZQsOUxJkZN2A2rPZ6nage4Us=
NWG-WGPAT063,Panda Patch Management - 3 Year - 251 to 500 users,Electronic,Endpoint & Mobile,Panda Patch Management,https://partner.leadersystems.com.au/products.html?EEkMsSI92/k=NK3XQWvpZwfXvk43VS1lHQ==2aT6kNlqRGa9dS7MJZHkkKMcvMU=
NWG-WGPAT071,Panda Patch Management - 1 Year - 501 to 1000 users,Electronic,Endpoint & Mobile,Panda Patch Management,https://partner.leadersystems.com.au/products.html?EuTbMwEgeLs=5uZEmcLqD7Suh4LC3szJfw==Q6YspkIx2Paud3XIf8vbmquolA8=
NWG-WGPAT073,Panda Patch Management - 3 Year - 501 to 1000 users,Electronic,Endpoint & Mobile,Panda Patch Management,https://partner.leadersystems.com.au/products.html?g3HT1gkd68A=b+GJ3FOegznTuKLfGFuvyw==udOBR8IoPZa+AM9XYY5j4QyABqE=
